customer_id,age,city,monthly_spend,days_since_last_purchase,support_tickets,payment_delay_days,digital_engagement_score,promotion_usage,contract_type,channel,customer_comment,churn
579,53,Guayaquil,254.56,54,1,21,65.56,1,Enterprise,Call Center,Atención rápida y eficiente,0
580,50,Cuenca,271.49,161,1,28,23.93,0,Basic,Store,El producto llegó tarde,1
581,47,Guayaquil,372.28,178,1,10,28.05,1,Premium,Web,No volvería a comprar,1
582,54,Guayaquil,290.63,166,1,55,82.05,1,Basic,Call Center,El producto llegó tarde,1
583,40,Manta,293.06,155,1,32,58.43,0,Enterprise,Store,Muy satisfecho con el soporte,1
584,27,Quito,335.8,15,0,57,50.85,1,Enterprise,Call Center,Atención rápida y eficiente,0
585,71,Cuenca,220.8,61,3,28,31.85,1,Enterprise,Web,Problemas frecuentes con la plataforma,0
586,22,Cuenca,182.86,122,0,58,73.09,1,Enterprise,Store,Problemas frecuentes con la plataforma,1
587,53,Manta,166.42,21,3,38,28.77,1,Enterprise,Store,Muy satisfecho con el soporte,1
588,51,Manta,92.69,46,1,11,73.71,1,Premium,Store,Muy satisfecho con el soporte,0
589,69,Guayaquil,414.5,134,6,6,7.01,1,Enterprise,Call Center,Buen precio y calidad,1
590,48,Cuenca,161.74,38,1,58,86.45,1,Basic,Call Center,Excelente experiencia,0
591,27,Quito,232.3,62,2,54,49.96,1,Premium,Web,Muy satisfecho con el soporte,0
592,36,Manta,227.85,86,1,38,43.85,0,Basic,WhatsApp,Problemas frecuentes con la plataforma,0
593,49,Quito,274.59,78,1,41,61.1,0,Enterprise,Store,No volvería a comprar,0
594,18,Quito,315.26,46,4,47,62.42,0,Basic,Store,Problemas frecuentes con la plataforma,0
595,73,Cuenca,318.84,141,1,25,13.2,1,Premium,Web,Problemas frecuentes con la plataforma,1
596,22,Cuenca,203.35,3,2,39,75.62,1,Premium,Store,Buen precio y calidad,0
597,62,Manta,236.63,6,3,8,27.59,1,Premium,Call Center,Excelente experiencia,0
598,21,Cuenca,272.61,93,0,40,90.5,0,Basic,Call Center,Excelente experiencia,1
599,33,Cuenca,230.1,8,1,33,81.79,0,Premium,Store,Muy satisfecho con el soporte,0
600,41,Cuenca,378.59,172,1,44,34.63,0,Basic,Store,Atención rápida y eficiente,1
601,33,Quito,289.28,108,1,12,80.77,1,Enterprise,Call Center,El producto llegó tarde,0
602,72,Manta,308.79,161,3,54,35.64,0,Enterprise,Store,Problemas frecuentes con la plataforma,1
603,19,Guayaquil,303.03,75,1,54,10.09,0,Basic,Call Center,Servicio lento y mala atención,1
604,66,Quito,343.88,77,2,35,96.19,1,Premium,WhatsApp,El producto llegó tarde,0
605,45,Cuenca,264.48,50,3,24,65.26,0,Basic,WhatsApp,El producto llegó tarde,0
606,49,Quito,146.25,11,1,23,45.61,1,Basic,Store,Excelente experiencia,0
607,44,Cuenca,281.98,95,2,43,39.78,0,Basic,Store,Excelente experiencia,0
608,37,Cuenca,197.89,156,3,16,32.47,1,Enterprise,Store,Buen precio y calidad,0
609,41,Quito,207.71,70,1,1,98.14,1,Basic,Call Center,Buen precio y calidad,0
610,29,Manta,296.91,169,2,12,13.47,1,Enterprise,WhatsApp,Excelente experiencia,0
611,67,Cuenca,349.06,16,3,30,31.48,1,Basic,WhatsApp,No volvería a comprar,1
612,52,Manta,251.7,68,2,28,48.55,1,Enterprise,Web,No volvería a comprar,0
613,50,Guayaquil,274.71,99,0,49,47.8,0,Basic,Web,Servicio lento y mala atención,1
614,50,Cuenca,386.18,48,3,27,47.14,1,Basic,Store,Excelente experiencia,0
615,68,Manta,269.26,64,2,59,17.58,1,Premium,Call Center,Muy satisfecho con el soporte,1
616,60,Manta,458.13,90,2,26,14.49,1,Premium,Store,Buen precio y calidad,1
617,54,Guayaquil,295.24,76,0,14,25.48,1,Basic,WhatsApp,Excelente experiencia,0
618,29,Manta,109.14,139,1,30,91.45,0,Basic,Store,No volvería a comprar,1
619,20,Manta,310.27,101,0,39,11.31,1,Basic,Store,Excelente experiencia,0
620,18,Guayaquil,280.49,89,1,14,75.74,0,Basic,WhatsApp,No volvería a comprar,0
621,50,Cuenca,353.18,18,1,32,75.75,1,Premium,WhatsApp,Excelente experiencia,0
622,57,Manta,303.85,19,2,19,80.98,1,Enterprise,WhatsApp,Problemas frecuentes con la plataforma,0
623,27,Manta,238.92,55,3,41,88.66,0,Basic,WhatsApp,Muy satisfecho con el soporte,0
624,60,Manta,152.06,102,3,11,26.3,0,Premium,Web,Atención rápida y eficiente,1
625,61,Quito,233.28,118,2,36,22.46,0,Basic,Call Center,Servicio lento y mala atención,1
626,46,Guayaquil,181.96,154,2,8,46.55,1,Basic,Call Center,Problemas frecuentes con la plataforma,0
627,30,Quito,203.56,134,4,22,26.51,0,Enterprise,WhatsApp,Muy satisfecho con el soporte,1
628,29,Guayaquil,297.09,4,1,7,73.43,1,Basic,Call Center,No volvería a comprar,0
629,48,Cuenca,383.59,108,3,31,63.59,0,Basic,Call Center,Buen precio y calidad,1
630,63,Cuenca,281.57,115,3,47,87.5,0,Enterprise,Call Center,Buen precio y calidad,1
631,19,Manta,154.33,29,4,13,8.27,1,Enterprise,Call Center,El producto llegó tarde,1
632,68,Guayaquil,285.57,59,2,26,91.51,0,Enterprise,WhatsApp,Muy satisfecho con el soporte,0
633,67,Cuenca,345.73,125,4,24,29.33,0,Enterprise,Store,Excelente experiencia,1
634,52,Guayaquil,201.22,98,3,12,49.07,1,Premium,Store,Servicio lento y mala atención,0
635,40,Cuenca,239.28,17,2,54,43.86,1,Premium,Store,Excelente experiencia,0
636,34,Quito,251.18,107,3,20,76.03,1,Premium,Web,Excelente experiencia,0
637,43,Cuenca,187.21,43,2,44,42.03,0,Basic,Call Center,Muy satisfecho con el soporte,0
638,25,Quito,301.86,80,2,30,94.36,0,Enterprise,WhatsApp,Atención rápida y eficiente,0
639,46,Cuenca,240.32,162,4,36,90.25,0,Enterprise,WhatsApp,Servicio lento y mala atención,1
640,43,Manta,283.56,8,4,47,87.22,0,Premium,Web,El producto llegó tarde,1
641,27,Quito,179.0,141,1,57,7.13,0,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
642,43,Cuenca,215.0,106,1,42,85.43,1,Basic,Store,Excelente experiencia,1
643,51,Manta,307.79,8,0,53,78.16,0,Basic,Web,Servicio lento y mala atención,1
644,68,Quito,220.17,96,3,4,10.35,1,Premium,WhatsApp,El producto llegó tarde,1
645,58,Manta,388.16,94,1,12,10.74,0,Basic,Web,Problemas frecuentes con la plataforma,1
646,24,Guayaquil,218.03,65,6,27,10.12,1,Basic,Web,Excelente experiencia,1
647,21,Guayaquil,267.97,171,1,42,1.13,0,Basic,WhatsApp,Servicio lento y mala atención,1
648,70,Quito,324.61,39,1,24,54.86,0,Enterprise,Store,Problemas frecuentes con la plataforma,0
649,67,Cuenca,136.53,81,3,50,97.34,1,Premium,WhatsApp,Muy satisfecho con el soporte,0
650,62,Quito,109.14,84,3,34,43.87,0,Enterprise,Call Center,Atención rápida y eficiente,0
651,28,Manta,127.95,88,0,46,54.08,1,Enterprise,Call Center,Buen precio y calidad,1
652,46,Cuenca,351.01,86,2,38,96.8,0,Premium,WhatsApp,Buen precio y calidad,0
653,73,Guayaquil,205.85,93,1,6,25.52,0,Enterprise,Store,Excelente experiencia,1
654,53,Cuenca,454.66,86,3,37,85.85,1,Basic,Call Center,Excelente experiencia,0
655,42,Guayaquil,204.86,44,1,31,54.64,0,Basic,Call Center,Problemas frecuentes con la plataforma,0
656,38,Cuenca,264.76,137,3,2,56.95,1,Basic,WhatsApp,Servicio lento y mala atención,0
657,74,Cuenca,373.37,165,5,44,34.32,0,Basic,WhatsApp,Buen precio y calidad,1
658,53,Cuenca,410.49,74,0,38,56.16,0,Premium,WhatsApp,Excelente experiencia,1
659,27,Manta,414.92,36,1,36,7.31,0,Enterprise,Web,El producto llegó tarde,1
660,54,Manta,346.67,101,2,54,76.46,0,Enterprise,Web,Excelente experiencia,1
661,26,Quito,331.93,156,1,49,28.47,0,Basic,Web,Buen precio y calidad,1
662,41,Quito,297.4,170,5,21,88.76,0,Basic,WhatsApp,No volvería a comprar,1
663,52,Guayaquil,312.27,171,1,7,36.79,0,Enterprise,Store,Atención rápida y eficiente,0
664,66,Manta,205.91,170,3,16,14.28,1,Premium,Call Center,Buen precio y calidad,1
665,52,Guayaquil,184.54,104,2,51,69.59,0,Enterprise,Web,El producto llegó tarde,1
666,65,Quito,249.73,66,2,26,16.46,0,Basic,Store,Servicio lento y mala atención,1
667,53,Guayaquil,236.39,55,0,32,75.37,0,Basic,WhatsApp,El producto llegó tarde,0
668,35,Quito,213.74,176,2,45,96.81,1,Premium,Web,No volvería a comprar,1
669,66,Manta,305.71,91,2,16,77.96,1,Enterprise,WhatsApp,No volvería a comprar,0
670,56,Cuenca,326.42,22,4,41,2.24,0,Premium,Store,Excelente experiencia,1
671,49,Manta,257.07,101,0,11,59.99,0,Premium,Web,Excelente experiencia,0
672,41,Guayaquil,368.2,155,3,47,69.54,0,Basic,Web,Buen precio y calidad,1
673,40,Guayaquil,158.66,121,3,45,82.55,1,Enterprise,Web,Muy satisfecho con el soporte,1
674,49,Manta,234.51,93,3,26,5.6,0,Basic,Web,Atención rápida y eficiente,1
675,54,Manta,192.65,108,2,47,48.01,1,Enterprise,Store,El producto llegó tarde,1
676,29,Quito,100.68,141,0,7,53.54,0,Basic,Web,Buen precio y calidad,0
677,66,Guayaquil,243.39,173,2,22,16.91,1,Basic,Call Center,Muy satisfecho con el soporte,0
678,72,Guayaquil,240.26,10,2,59,32.24,1,Enterprise,Call Center,Buen precio y calidad,0
679,30,Manta,371.08,9,1,41,44.02,0,Enterprise,WhatsApp,Atención rápida y eficiente,0
680,40,Cuenca,300.46,155,0,48,83.32,0,Basic,Web,Atención rápida y eficiente,1
681,42,Guayaquil,168.07,34,0,58,92.94,0,Enterprise,Call Center,No volvería a comprar,0
682,52,Cuenca,398.33,129,1,28,62.84,0,Basic,Call Center,Excelente experiencia,1
683,58,Manta,347.68,160,0,49,39.49,0,Enterprise,Call Center,Excelente experiencia,1
684,47,Manta,296.57,89,2,19,25.4,0,Basic,Store,Atención rápida y eficiente,1
685,34,Quito,231.88,93,1,15,98.21,0,Basic,Web,Buen precio y calidad,0
686,66,Guayaquil,173.24,71,3,16,98.3,1,Basic,Store,Atención rápida y eficiente,0
687,37,Cuenca,220.22,67,1,15,92.5,0,Premium,Store,Excelente experiencia,0
688,65,Quito,337.1,148,1,18,78.57,0,Enterprise,Call Center,Servicio lento y mala atención,1
689,42,Guayaquil,400.77,117,6,55,32.58,1,Basic,Call Center,Buen precio y calidad,1
690,39,Quito,373.46,94,3,55,81.7,0,Premium,WhatsApp,No volvería a comprar,1
691,30,Manta,210.89,163,1,7,40.88,0,Basic,Web,Problemas frecuentes con la plataforma,0
692,36,Guayaquil,160.43,99,1,37,32.68,0,Premium,Web,Buen precio y calidad,1
693,66,Quito,261.27,113,4,37,74.49,0,Basic,Call Center,Buen precio y calidad,1
694,53,Quito,108.52,103,3,52,7.97,1,Basic,Call Center,Excelente experiencia,1
695,29,Cuenca,275.85,91,0,28,4.86,1,Premium,Web,No volvería a comprar,1
696,58,Quito,238.19,90,0,40,44.8,0,Premium,WhatsApp,Buen precio y calidad,0
697,36,Guayaquil,212.72,17,3,35,44.56,0,Enterprise,Call Center,Excelente experiencia,0
698,29,Guayaquil,122.42,18,3,25,89.56,1,Enterprise,WhatsApp,Atención rápida y eficiente,0
699,26,Cuenca,291.09,173,4,30,12.62,0,Premium,Store,El producto llegó tarde,1
700,24,Guayaquil,207.38,116,2,43,12.33,1,Enterprise,Call Center,No volvería a comprar,1
701,45,Manta,156.41,93,1,59,14.75,1,Premium,Store,Muy satisfecho con el soporte,0
702,31,Guayaquil,20.22,91,4,11,2.97,1,Enterprise,Call Center,Servicio lento y mala atención,1
703,48,Guayaquil,247.8,82,2,54,7.17,0,Basic,Store,Muy satisfecho con el soporte,1
704,69,Quito,391.78,68,1,16,65.99,0,Enterprise,Call Center,Problemas frecuentes con la plataforma,0
705,36,Quito,382.9,114,2,14,43.16,0,Basic,WhatsApp,Atención rápida y eficiente,0
706,64,Guayaquil,213.43,1,2,8,76.36,1,Basic,WhatsApp,No volvería a comprar,0
707,33,Cuenca,201.82,58,2,38,99.26,0,Enterprise,WhatsApp,Buen precio y calidad,0
708,70,Quito,287.5,154,1,41,65.9,0,Premium,Store,Excelente experiencia,1
709,22,Cuenca,170.13,109,0,47,5.05,1,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
710,52,Guayaquil,274.14,148,3,11,10.46,0,Basic,Store,No volvería a comprar,1
711,29,Guayaquil,311.29,116,4,31,88.1,0,Enterprise,Call Center,Servicio lento y mala atención,1
712,42,Manta,348.15,87,6,24,52.75,0,Premium,Store,No volvería a comprar,1
713,69,Quito,241.99,10,4,38,82.48,1,Premium,Call Center,Problemas frecuentes con la plataforma,1
714,38,Guayaquil,233.71,59,2,17,85.66,0,Enterprise,Web,Excelente experiencia,0
715,53,Manta,179.76,41,1,14,92.77,1,Premium,Web,Muy satisfecho con el soporte,0
716,70,Quito,183.85,105,4,31,94.98,1,Enterprise,Web,El producto llegó tarde,1
717,40,Guayaquil,231.88,133,2,5,55.48,1,Enterprise,Store,Muy satisfecho con el soporte,0
718,33,Guayaquil,279.39,122,3,57,34.1,0,Enterprise,Web,Excelente experiencia,1
719,74,Quito,323.09,145,2,43,96.19,0,Basic,Web,Problemas frecuentes con la plataforma,1
720,56,Quito,185.75,22,3,42,54.74,0,Basic,Web,Excelente experiencia,0
721,62,Quito,369.42,98,0,51,6.43,1,Basic,Call Center,Atención rápida y eficiente,1
722,70,Guayaquil,228.31,169,2,34,64.28,1,Enterprise,WhatsApp,Servicio lento y mala atención,1
723,59,Guayaquil,248.29,68,2,33,58.77,0,Basic,Store,No volvería a comprar,0
724,56,Manta,190.22,139,2,37,89.58,1,Basic,Web,Atención rápida y eficiente,1
725,31,Cuenca,56.06,56,3,55,65.32,0,Basic,Call Center,No volvería a comprar,0
726,48,Quito,320.72,179,2,53,34.91,0,Enterprise,WhatsApp,Muy satisfecho con el soporte,1
727,22,Guayaquil,308.95,149,2,56,96.62,0,Enterprise,WhatsApp,Problemas frecuentes con la plataforma,1
728,52,Guayaquil,227.49,99,3,4,80.16,0,Enterprise,WhatsApp,El producto llegó tarde,0
729,40,Quito,255.36,76,5,17,63.04,0,Basic,Call Center,El producto llegó tarde,0
730,46,Cuenca,291.28,26,3,15,29.29,0,Premium,Web,Servicio lento y mala atención,0
731,60,Quito,125.0,115,0,7,37.35,0,Basic,WhatsApp,Excelente experiencia,0
732,28,Cuenca,207.68,147,2,24,67.0,1,Basic,Call Center,Servicio lento y mala atención,1
733,35,Guayaquil,313.54,109,3,31,7.2,0,Enterprise,Call Center,No volvería a comprar,1
734,64,Cuenca,149.66,47,2,25,25.67,1,Enterprise,Store,Buen precio y calidad,0
735,29,Manta,273.48,71,3,51,71.39,1,Basic,Call Center,Buen precio y calidad,0
736,26,Guayaquil,141.47,154,2,21,48.0,0,Basic,WhatsApp,Buen precio y calidad,1
737,27,Manta,287.31,40,0,30,40.24,1,Premium,WhatsApp,Excelente experiencia,0
738,61,Quito,247.15,133,2,42,15.15,1,Premium,Call Center,Servicio lento y mala atención,0
739,34,Quito,120.79,149,1,9,44.18,1,Enterprise,WhatsApp,Atención rápida y eficiente,0
740,55,Quito,343.18,132,2,55,77.07,0,Premium,Call Center,Problemas frecuentes con la plataforma,1
741,24,Cuenca,191.23,23,2,56,26.4,0,Premium,WhatsApp,Muy satisfecho con el soporte,1
742,63,Guayaquil,185.18,106,4,11,0.54,0,Enterprise,Store,No volvería a comprar,1
743,30,Quito,266.05,84,0,52,66.85,0,Premium,Web,Buen precio y calidad,0
744,57,Quito,341.89,143,2,27,97.26,0,Basic,Store,Problemas frecuentes con la plataforma,1
745,59,Guayaquil,168.73,116,0,5,60.68,1,Premium,Store,El producto llegó tarde,0
746,26,Quito,254.93,109,0,58,11.99,1,Enterprise,Web,Atención rápida y eficiente,1
747,67,Manta,284.31,136,1,19,32.07,0,Basic,WhatsApp,Servicio lento y mala atención,0
748,44,Guayaquil,305.45,41,2,4,86.76,1,Premium,Web,No volvería a comprar,0
749,19,Guayaquil,264.12,112,0,22,23.26,1,Basic,Call Center,No volvería a comprar,1
750,22,Guayaquil,220.64,147,1,8,60.77,1,Basic,Web,El producto llegó tarde,0
751,46,Manta,183.79,112,4,57,40.27,1,Premium,Store,Atención rápida y eficiente,1
752,54,Guayaquil,256.89,103,3,58,20.78,0,Premium,Web,El producto llegó tarde,1
753,55,Manta,164.23,46,4,28,81.34,0,Enterprise,WhatsApp,El producto llegó tarde,1
754,36,Guayaquil,16.29,156,2,15,74.28,0,Enterprise,Store,Buen precio y calidad,0
755,25,Cuenca,284.92,68,2,53,66.16,1,Basic,Call Center,Atención rápida y eficiente,0
756,65,Quito,322.31,122,2,45,23.63,1,Enterprise,WhatsApp,Buen precio y calidad,1
757,62,Cuenca,60.97,15,1,21,9.79,0,Basic,Store,Servicio lento y mala atención,1
758,18,Quito,169.22,165,1,7,57.62,0,Basic,Call Center,El producto llegó tarde,0
759,39,Manta,299.53,129,1,58,55.37,1,Enterprise,WhatsApp,Muy satisfecho con el soporte,1
760,69,Cuenca,414.6,111,1,19,18.84,0,Enterprise,Call Center,No volvería a comprar,1
761,34,Guayaquil,251.66,24,3,50,5.62,0,Enterprise,Web,Atención rápida y eficiente,1
762,24,Quito,191.76,27,2,13,8.07,1,Premium,Web,El producto llegó tarde,0
763,42,Quito,235.37,40,2,38,99.28,1,Basic,Call Center,Atención rápida y eficiente,0
764,62,Cuenca,359.99,164,2,36,78.36,0,Basic,Web,No volvería a comprar,1
765,21,Manta,198.32,24,0,49,92.2,1,Basic,Call Center,Excelente experiencia,1
766,53,Cuenca,186.06,24,1,33,19.51,0,Enterprise,WhatsApp,Problemas frecuentes con la plataforma,1
767,23,Manta,211.38,4,4,10,96.06,1,Enterprise,Store,Excelente experiencia,0
768,48,Manta,173.73,67,2,53,14.27,1,Enterprise,Call Center,El producto llegó tarde,1
769,36,Quito,259.81,34,4,39,50.91,0,Enterprise,Store,No volvería a comprar,1
770,61,Cuenca,379.97,177,4,32,82.97,1,Enterprise,Store,Problemas frecuentes con la plataforma,1
771,71,Cuenca,275.85,116,2,30,34.98,0,Premium,Call Center,Excelente experiencia,0
772,56,Manta,229.81,23,1,58,42.48,1,Enterprise,Web,El producto llegó tarde,0
773,44,Cuenca,226.66,109,3,53,12.82,0,Basic,WhatsApp,No volvería a comprar,1
774,27,Guayaquil,124.94,69,3,43,12.29,1,Enterprise,Store,El producto llegó tarde,1
775,43,Guayaquil,320.65,95,1,33,61.96,1,Basic,WhatsApp,Buen precio y calidad,1
776,36,Cuenca,243.77,62,1,49,67.55,0,Enterprise,Store,No volvería a comprar,0
777,56,Cuenca,235.56,169,4,6,77.73,1,Enterprise,Call Center,Excelente experiencia,1
778,20,Manta,505.45,57,1,57,55.67,0,Basic,Web,El producto llegó tarde,0
779,62,Guayaquil,273.9,54,4,48,64.58,1,Basic,WhatsApp,Atención rápida y eficiente,1
780,30,Guayaquil,189.86,70,0,53,1.35,1,Basic,Store,Excelente experiencia,1
781,67,Quito,215.89,101,3,22,16.22,0,Basic,Call Center,El producto llegó tarde,1
782,45,Manta,341.88,57,3,45,98.49,1,Premium,Call Center,Atención rápida y eficiente,0
783,37,Quito,259.06,138,3,55,7.6,1,Basic,Store,Atención rápida y eficiente,1
784,45,Guayaquil,134.94,168,2,6,67.88,0,Enterprise,Store,Servicio lento y mala atención,0
785,25,Manta,323.54,135,1,53,17.61,1,Enterprise,Store,Atención rápida y eficiente,1
786,58,Cuenca,196.55,103,0,24,71.67,0,Premium,Web,Excelente experiencia,1
787,56,Manta,399.86,166,2,2,70.6,0,Basic,Store,Excelente experiencia,0
788,18,Cuenca,336.4,85,2,58,23.42,0,Enterprise,Store,Muy satisfecho con el soporte,1
789,20,Cuenca,214.21,61,2,37,26.96,1,Premium,Web,Problemas frecuentes con la plataforma,1
790,30,Manta,352.48,3,3,19,65.48,1,Enterprise,Call Center,Buen precio y calidad,0
791,45,Cuenca,255.43,128,3,33,39.01,0,Premium,Store,Excelente experiencia,1
792,74,Quito,318.22,179,1,48,19.45,1,Premium,WhatsApp,No volvería a comprar,1
793,66,Guayaquil,288.78,86,2,43,73.17,0,Basic,Call Center,Problemas frecuentes con la plataforma,0
794,42,Cuenca,182.29,47,1,43,15.41,1,Premium,WhatsApp,Atención rápida y eficiente,1
795,73,Quito,198.52,76,2,29,85.56,0,Enterprise,Store,El producto llegó tarde,0
796,50,Cuenca,332.4,38,0,16,51.47,0,Enterprise,Web,Servicio lento y mala atención,1
797,55,Guayaquil,223.22,164,1,58,10.57,1,Basic,Web,No volvería a comprar,0
798,70,Quito,217.71,169,1,9,69.41,0,Basic,Web,Problemas frecuentes con la plataforma,0
799,23,Guayaquil,173.59,141,2,34,51.92,0,Premium,Store,No volvería a comprar,0
800,61,Guayaquil,283.89,87,1,19,29.81,1,Basic,Store,No volvería a comprar,0
801,62,Quito,415.0,58,1,17,42.25,0,Enterprise,WhatsApp,No volvería a comprar,0
802,49,Quito,164.6,50,2,44,29.83,0,Enterprise,Web,Problemas frecuentes con la plataforma,1
803,62,Quito,251.94,30,4,43,26.3,1,Basic,Store,Servicio lento y mala atención,1
804,64,Manta,362.98,101,0,26,16.36,0,Basic,Call Center,Atención rápida y eficiente,1
805,38,Quito,243.63,25,1,58,36.28,0,Basic,Store,Muy satisfecho con el soporte,0
806,33,Quito,286.19,112,4,58,25.1,0,Premium,Store,Buen precio y calidad,1
807,71,Quito,165.01,155,2,48,68.34,0,Premium,Call Center,Atención rápida y eficiente,1
808,38,Quito,284.26,179,1,35,68.39,0,Enterprise,Web,Excelente experiencia,1
809,28,Cuenca,235.03,126,1,22,50.18,0,Premium,Call Center,Problemas frecuentes con la plataforma,1
810,54,Manta,328.86,123,3,31,77.79,0,Premium,Web,No volvería a comprar,1
811,53,Guayaquil,344.99,47,1,9,84.13,0,Premium,Call Center,Atención rápida y eficiente,0
812,52,Quito,457.17,118,3,10,57.98,1,Premium,WhatsApp,Excelente experiencia,0
813,36,Cuenca,296.37,39,3,37,61.89,0,Enterprise,Web,Problemas frecuentes con la plataforma,0
814,37,Cuenca,276.06,16,2,5,28.29,0,Basic,Store,Excelente experiencia,0
815,74,Cuenca,265.55,22,2,58,89.49,1,Enterprise,WhatsApp,No volvería a comprar,0
816,35,Guayaquil,221.75,54,4,40,2.42,0,Premium,Web,Muy satisfecho con el soporte,1
817,64,Quito,277.08,149,1,46,34.86,0,Basic,Web,Problemas frecuentes con la plataforma,1
818,58,Manta,226.37,16,1,33,72.18,0,Basic,Web,Excelente experiencia,0
819,66,Manta,263.48,59,2,35,8.01,0,Basic,Call Center,El producto llegó tarde,1
820,31,Cuenca,355.41,31,1,36,18.32,0,Enterprise,Web,Excelente experiencia,1
821,32,Guayaquil,169.48,170,3,16,58.93,0,Basic,Store,Buen precio y calidad,1
822,48,Guayaquil,341.19,32,3,39,56.0,1,Enterprise,Web,No volvería a comprar,0
823,18,Guayaquil,355.37,162,4,39,73.89,1,Enterprise,Store,Servicio lento y mala atención,1
824,70,Manta,240.55,9,1,53,81.26,1,Premium,Store,Excelente experiencia,0
825,71,Cuenca,80.25,139,1,11,12.86,1,Premium,Store,Muy satisfecho con el soporte,1
826,71,Quito,201.37,10,1,20,1.84,1,Basic,WhatsApp,El producto llegó tarde,0
827,20,Manta,353.76,17,1,39,68.96,0,Basic,Store,El producto llegó tarde,0
828,33,Cuenca,248.17,68,2,18,30.14,0,Premium,Call Center,Servicio lento y mala atención,0
829,40,Cuenca,170.06,48,0,2,62.6,0,Enterprise,Web,Atención rápida y eficiente,1
830,74,Quito,209.62,111,1,17,15.05,0,Enterprise,Call Center,Buen precio y calidad,1
831,28,Quito,317.25,153,2,52,46.9,0,Premium,WhatsApp,Servicio lento y mala atención,1
832,29,Quito,293.74,123,4,50,50.44,1,Enterprise,Web,Buen precio y calidad,0
833,27,Guayaquil,230.89,149,0,18,58.51,1,Premium,Store,Excelente experiencia,0
834,49,Quito,220.65,101,0,46,51.32,0,Premium,Web,No volvería a comprar,1
835,33,Cuenca,218.66,102,1,5,49.57,0,Basic,WhatsApp,Muy satisfecho con el soporte,0
836,25,Quito,176.21,65,1,15,33.27,0,Basic,WhatsApp,El producto llegó tarde,0
837,55,Cuenca,379.23,51,4,7,7.12,1,Premium,Call Center,Servicio lento y mala atención,1
838,29,Manta,224.21,36,2,47,8.95,1,Basic,Web,Muy satisfecho con el soporte,1
839,41,Guayaquil,347.37,81,2,17,43.38,0,Premium,Web,Buen precio y calidad,1
840,45,Manta,371.71,127,2,51,35.58,1,Enterprise,Web,No volvería a comprar,1
841,70,Manta,329.86,88,5,47,51.61,0,Enterprise,Call Center,El producto llegó tarde,1
842,25,Cuenca,215.47,104,3,42,30.48,1,Enterprise,WhatsApp,El producto llegó tarde,1
843,45,Manta,282.3,15,4,38,68.79,1,Enterprise,Store,Buen precio y calidad,1
844,53,Cuenca,248.06,96,3,48,86.4,0,Premium,Web,No volvería a comprar,1
845,43,Quito,177.7,167,0,48,29.89,1,Enterprise,Call Center,El producto llegó tarde,0
846,25,Quito,275.95,123,3,11,19.3,1,Enterprise,Call Center,No volvería a comprar,1
847,67,Cuenca,155.68,1,2,44,11.62,0,Enterprise,Store,El producto llegó tarde,1
848,45,Quito,345.01,151,3,9,61.63,1,Enterprise,WhatsApp,Excelente experiencia,0
849,45,Guayaquil,212.83,122,3,6,44.39,0,Premium,Web,Buen precio y calidad,0
850,54,Manta,266.09,167,1,45,18.8,1,Enterprise,Web,No volvería a comprar,1
851,58,Guayaquil,272.66,126,1,54,65.31,0,Basic,Call Center,Muy satisfecho con el soporte,1
852,53,Manta,229.29,57,4,0,14.85,0,Basic,WhatsApp,Atención rápida y eficiente,1
853,44,Quito,296.94,81,0,48,55.43,1,Basic,Web,Excelente experiencia,0
854,71,Guayaquil,212.01,162,2,35,52.71,1,Basic,Store,Problemas frecuentes con la plataforma,1
855,34,Quito,319.7,169,3,20,73.42,0,Basic,WhatsApp,Muy satisfecho con el soporte,0
856,26,Manta,142.32,73,1,36,5.51,1,Basic,WhatsApp,Buen precio y calidad,1
857,50,Cuenca,260.11,141,0,51,88.79,1,Premium,Call Center,El producto llegó tarde,1
858,70,Cuenca,405.11,70,3,23,70.3,1,Basic,Call Center,Problemas frecuentes con la plataforma,0
859,37,Guayaquil,169.97,6,2,54,21.61,0,Enterprise,Web,Muy satisfecho con el soporte,1
860,30,Quito,195.78,84,1,24,18.34,0,Basic,Call Center,Excelente experiencia,1
861,45,Quito,291.11,52,2,6,43.17,0,Premium,WhatsApp,Problemas frecuentes con la plataforma,0
862,65,Guayaquil,264.37,3,1,41,81.76,1,Basic,Web,Problemas frecuentes con la plataforma,0
863,46,Cuenca,278.05,81,0,16,84.29,1,Enterprise,Web,No volvería a comprar,0
864,30,Manta,289.13,63,2,28,52.05,0,Enterprise,WhatsApp,Servicio lento y mala atención,0
865,63,Guayaquil,300.78,49,0,29,86.08,0,Premium,Web,Muy satisfecho con el soporte,0
866,52,Manta,338.78,76,3,6,0.54,1,Premium,Store,Servicio lento y mala atención,0
867,23,Cuenca,282.79,112,2,32,3.52,1,Premium,Store,Buen precio y calidad,1
868,35,Quito,230.7,175,4,6,91.18,1,Premium,Web,Muy satisfecho con el soporte,1
869,68,Cuenca,303.81,109,1,57,77.53,1,Basic,Call Center,Muy satisfecho con el soporte,1
870,22,Guayaquil,401.99,65,0,23,45.07,0,Basic,Store,No volvería a comprar,0
